5;Chef Anton's Gumbo Mix;Condiments;1998;1;640,5;30
5;Chef Anton's Gumbo Mix;Condiments;1998;3;427;20
5;Chef Anton's Gumbo Mix;Condiments;1998;4;1974,87503051758;100
6;Grandma's Boysenberry Spread;Condiments;1996;9;600;30
6;Grandma's Boysenberry Spread;Condiments;1996;10;120;6
6;Grandma's Boysenberry Spread;Condiments;1997;8;1750;70
6;Grandma's Boysenberry Spread;Condiments;1997;11;750;30
6;Grandma's Boysenberry Spread;Condiments;1998;1;150;6
6;Grandma's Boysenberry Spread;Condiments;1998;2;1187,5;50
6;Grandma's Boysenberry Spread;Condiments;1998;3;2180;88
6;Grandma's Boysenberry Spread;Condiments;1998;5;399,5;21
7;Uncle Bob's Organic Dried Pears;Produce;1996;7;360;15
7;Uncle Bob's Organic Dried Pears;Produce;1996;12;192;10
7;Uncle Bob's Organic Dried Pears;Produce;1997;2;364,799987792969;16
7;Uncle Bob's Organic Dried Pears;Produce;1997;3;720;30
7;Uncle Bob's Organic Dried Pears;Produce;1997;4;1275;50
7;Uncle Bob's Organic Dried Pears;Produce;1997;5;300;10
7;Uncle Bob's Organic Dried Pears;Produce;1997;7;1650;55
7;Uncle Bob's Organic Dried Pears;Produce;1997;8;1050;35
7;Uncle Bob's Organic Dried Pears;Produce;1997;10;2700;90
7;Uncle Bob's Organic Dried Pears;Produce;1997;12;1126,5;38
7;Uncle Bob's Organic Dried Pears;Produce;1998;1;690;25
7;Uncle Bob's Organic Dried Pears;Produce;1998;2;930;32
7;Uncle Bob's Organic Dried Pears;Produce;1998;3;6510;217
7;Uncle Bob's Organic Dried Pears;Produce;1998;4;3720;124
7;Uncle Bob's Organic Dried Pears;Produce;1998;5;456;16
8;Northwoods Cranberry Sauce;Condiments;1996;11;3920;140
8;Northwoods Cranberry Sauce;Condiments;1997;4;1300;34
8;Northwoods Cranberry Sauce;Condiments;1997;10;2000;50
8;Northwoods Cranberry Sauce;Condiments;1997;12;960;30
8;Northwoods Cranberry Sauce;Condiments;1998;1;800;20
8;Northwoods Cranberry Sauce;Condiments;1998;2;1200;30
8;Northwoods Cranberry Sauce;Condiments;1998;3;1320;36
8;Northwoods Cranberry Sauce;Condiments;1998;4;1200;30
8;Northwoods Cranberry Sauce;Condiments;1998;5;72;2
9;Mishi Kobe Niku;Meat/Poultry;1997;1;1396,79992675781;20
9;Mishi Kobe Niku;Meat/Poultry;1997;4;1319,19995117188;16
9;Mishi Kobe Niku;Meat/Poultry;1997;9;3637,5;50
9;Mishi Kobe Niku;Meat/Poultry;1997;10;582;6
9;Mishi Kobe Niku;Meat/Poultry;1998;1;291;3
10;Ikura;Seafood;1996;8;937,440002441406;39
10;Ikura;Seafood;1996;11;595,200012207031;30
10;Ikura;Seafood;1996;12;396,799987792969;16
10;Ikura;Seafood;1997;2;743,999969482422;34
10;Ikura;Seafood;1997;3;471,199981689453;20
10;Ikura;Seafood;1997;4;471,200012207031;16
10;Ikura;Seafood;1997;5;62;2
10;Ikura;Seafood;1997;6;155;5
10;Ikura;Seafood;1997;7;2480;80
10;Ikura;Seafood;1997;8;418,5;18
10;Ikura;Seafood;1997;9;1314,40002441406;46
10;Ikura;Seafood;1997;10;2207,19998168945;73
10;Ikura;Seafood;1997;12;1612;52
10;Ikura;Seafood;1998;1;3596;131
10;Ikura;Seafood;1998;2;2480;80
10;Ikura;Seafood;1998;3;2263;75
10;Ikura;Seafood;1998;4;632,400024414063;24
10;Ikura;Seafood;1998;5;31;1
11;Queso Cabrales;Dairy Products;1996;7;168;12
11;Queso Cabrales;Dairy Products;1996;9;201,599990844727;12
11;Queso Cabrales;Dairy Products;1996;10;672;50
11;Queso Cabrales;Dairy Products;1996;11;564,47998046875;36
11;Queso Cabrales;Dairy Products;1997;1;503,999969482422;30
11;Queso Cabrales;Dairy Products;1997;2;685,439964294434;42
11;Queso Cabrales;Dairy Products;1997;3;440,999984741211;30
11;Queso Cabrales;Dairy Products;1997;5;1832,25;93
11;Queso Cabrales;Dairy Products;1997;6;924;50
11;Queso Cabrales;Dairy Products;1997;7;294;14
11;Queso Cabrales;Dairy Products;1997;8;210;10
11;Queso Cabrales;Dairy Products;1997;10;315;15
11;Queso Cabrales;Dairy Products;1997;11;105;5
11;Queso Cabrales;Dairy Products;1997;12;1601,25;85
11;Queso Cabrales;Dairy Products;1998;1;1218;60
11;Queso Cabrales;Dairy Products;1998;2;1680;90
11;Queso Cabrales;Dairy Products;1998;3;1065,75;52
11;Queso Cabrales;Dairy Products;1998;4;210;10
11;Queso Cabrales;Dairy Products;1998;5;210;10
12;Queso Manchego La Pastora;Dairy Products;1996;7;346,559997558594;12
12;Queso Manchego La Pastora;Dairy Products;1997;2;456;15
12;Queso Manchego La Pastora;Dairy Products;1997;5;1396,5;45
12;Queso Manchego La Pastora;Dairy Products;1997;8;1162,79992675781;36
12;Queso Manchego La Pastora;Dairy Products;1997;9;3800;100
12;Queso Manchego La Pastora;Dairy Products;1997;10;1520;40
12;Queso Manchego La Pastora;Dairy Products;1998;3;1900;50
12;Queso Manchego La Pastora;Dairy Products;1998;4;1603,59999847412;44
12;Queso Manchego La Pastora;Dairy Products;1998;5;72,1999969482422;2
13;Konbu;Seafood;1996;8;134,400001525879;30
13;Konbu;Seafood;1996;10;57,6000022888184;12
13;Konbu;Seafood;1996;12;230,400001525879;48
13;Konbu;Seafood;1997;1;8,64000034332275;2
13;Konbu;Seafood;1997;3;4,80000019073486;1
13;Konbu;Seafood;1997;4;60;10
13;Konbu;Seafood;1997;5;108;18
13;Konbu;Seafood;1997;7;403,200000762939;68
13;Konbu;Seafood;1997;8;66,2999954223633;13
13;Konbu;Seafood;1997;11;60;10
13;Konbu;Seafood;1997;12;102;20
13;Konbu;Seafood;1998;1;483,900000572205;91
13;Konbu;Seafood;1998;2;429,599990844727;73
13;Konbu;Seafood;1998;3;1584,59999084473;288
13;Konbu;Seafood;1998;4;1146;193
13;Konbu;Seafood;1998;5;81;14
14;Tofu;Produce;1996;7;167,400009155273;9
14;Tofu;Produce;1996;10;353,400009155273;19
14;Tofu;Produce;1996;12;864,900024414063;57
14;Tofu;Produce;1997;1;1209;67
14;Tofu;Produce;1997;3;223,200012207031;12
14;Tofu;Produce;1997;4;1627,5;70
14;Tofu;Produce;1997;6;1106,70001220703;56
14;Tofu;Produce;1997;8;558;24
14;Tofu;Produce;1997;9;760,274997711182;33
14;Tofu;Produce;1997;11;470,8125;21
14;Tofu;Produce;1997;12;279;15
14;Tofu;Produce;1998;5;371,302499771118;21
15;Genen Shouyu;Condiments;1996;8;248;20
15;Genen Shouyu;Condiments;1996;10;62;5
15;Genen Shouyu;Condiments;1997;4;176,700012207031;12
15;Genen Shouyu;Condiments;1997;6;155;10
15;Genen Shouyu;Condiments;1997;7;368,125;25
15;Genen Shouyu;Condiments;1997;9;775;50
16;Pavlova;Confections;1996;7;1111,99993896484;95
16;Pavlova;Confections;1996;8;472,599975585938;40
16;Pavlova;Confections;1996;9;556;40
16;Pavlova;Confections;1996;10;248,114990234375;21
16;Pavlova;Confections;1996;11;739,47998046875;56
16;Pavlova;Confections;1997;1;248,114990234375;21
16;Pavlova;Confections;1997;2;1023,73498535156;85
16;Pavlova;Confections;1997;3;663,724990844727;53
16;Pavlova;Confections;1997;4;872,500061035156;50
16;Pavlova;Confections;1997;5;1334,92510986328;84
16;Pavlova;Confections;1997;6;188,460006713867;12
16;Pavlova;Confections;1997;7;497,325042724609;30
16;Pavlova;Confections;1997;9;1352,37502670288;93
16;Pavlova;Confections;1997;10;698;40
16;Pavlova;Confections;1997;11;301,012523651123;18
16;Pavlova;Confections;1997;12;1483,25;85
16;Pavlova;Confections;1998;1;872,500061035156;50
16;Pavlova;Confections;1998;2;958,005058288574;63
16;Pavlova;Confections;1998;3;2830,39010620117;173
16;Pavlova;Confections;1998;5;763,263031005859;49
17;Alice Mutton;Meat/Poultry;1996;7;936;30
17;Alice Mutton;Meat/Poultry;1996;8;819,000030517578;30
17;Alice Mutton;Meat/Poultry;1996;9;1248;40
17;Alice Mutton;Meat/Poultry;1996;10;2948,40005493164;98
17;Alice Mutton;Meat/Poultry;1996;11;1010,88000488281;36
17;Alice Mutton;Meat/Poultry;1997;1;2355,60019683838;97
17;Alice Mutton;Meat/Poultry;1997;2;312;10
17;Alice Mutton;Meat/Poultry;1997;5;2718,29992675781;73
17;Alice Mutton;Meat/Poultry;1997;6;1294,79998779297;34
17;Alice Mutton;Meat/Poultry;1997;7;3900;100
17;Alice Mutton;Meat/Poultry;1997;9;936;30
17;Alice Mutton;Meat/Poultry;1997;10;1866,14999389648;55
17;Alice Mutton;Meat/Poultry;1997;11;741;20
17;Alice Mutton;Meat/Poultry;1997;12;3480,75;108
17;Alice Mutton;Meat/Poultry;1998;1;1872;48
17;Alice Mutton;Meat/Poultry;1998;2;2035,79998779297;53
17;Alice Mutton;Meat/Poultry;1998;3;1053;27
17;Alice Mutton;Meat/Poultry;1998;4;468;12
17;Alice Mutton;Meat/Poultry;1998;5;2702,69995117188;77
18;Carnarvon Tigers;Seafood;1996;8;600;12
18;Carnarvon Tigers;Seafood;1996;9;1125;25
18;Carnarvon Tigers;Seafood;1996;10;2550;60
18;Carnarvon Tigers;Seafood;1996;12;450;9
18;Carnarvon Tigers;Seafood;1997;3;1500;30
18;Carnarvon Tigers;Seafood;1997;4;1406,25;25
18;Carnarvon Tigers;Seafood;1997;6;956,25;18
18;Carnarvon Tigers;Seafood;1997;7;2000;40
18;Carnarvon Tigers;Seafood;1997;8;5100;82
18;Carnarvon Tigers;Seafood;1997;10;562,5;12
18;Carnarvon Tigers;Seafood;1997;11;2550;45
18;Carnarvon Tigers;Seafood;1997;12;1875;30
18;Carnarvon Tigers;Seafood;1998;1;3046,875;55
18;Carnarvon Tigers;Seafood;1998;2;1562,5;25
18;Carnarvon Tigers;Seafood;1998;3;1012,5;18
18;Carnarvon Tigers;Seafood;1998;4;2875;53
19;Teatime Chocolate Biscuits;Confections;1996;8;138,700009346008;19
19;Teatime Chocolate Biscuits;Confections;1996;9;109,5;15
19;Teatime Chocolate Biscuits;Confections;1996;10;69,3500061035156;10
19;Teatime Chocolate Biscuits;Confections;1996;11;584;80
19;Teatime Chocolate Biscuits;Confections;1997;1;295,650009155273;42
19;Teatime Chocolate Biscuits;Confections;1997;2;458,440010070801;67
19;Teatime Chocolate Biscuits;Confections;1997;3;189,800003051758;26
19;Teatime Chocolate Biscuits;Confections;1997;5;92;10
19;Teatime Chocolate Biscuits;Confections;1997;6;257,599975585938;35
19;Teatime Chocolate Biscuits;Confections;1997;8;446,199996948242;50
19;Teatime Chocolate Biscuits;Confections;1997;9;395,599990844727;49
19;Teatime Chocolate Biscuits;Confections;1997;10;204,699989318848;24
19;Teatime Chocolate Biscuits;Confections;1997;12;646,759994506836;74
19;Teatime Chocolate Biscuits;Confections;1998;1;244,71999168396;29
19;Teatime Chocolate Biscuits;Confections;1998;2;340,399993896484;37
19;Teatime Chocolate Biscuits;Confections;1998;3;174,799995422363;19
19;Teatime Chocolate Biscuits;Confections;1998;4;759;85
19;Teatime Chocolate Biscuits;Confections;1998;5;455,399993896484;52
20;Sir Rodney's Marmalade;Confections;1996;7;2462,40014648438;40
20;Sir Rodney's Marmalade;Confections;1996;8;1684,80001831055;26
20;Sir Rodney's Marmalade;Confections;1996;12;2397,60015869141;40
20;Sir Rodney's Marmalade;Confections;1997;4;3159;39
20;Sir Rodney's Marmalade;Confections;1997;5;1093,5;15
20;Sir Rodney's Marmalade;Confections;1997;7;1360,80004882813;21
20;Sir Rodney's Marmalade;Confections;1997;9;1701;21
20;Sir Rodney's Marmalade;Confections;1998;1;405;5
20;Sir Rodney's Marmalade;Confections;1998;2;1539;20
20;Sir Rodney's Marmalade;Confections;1998;3;5467,49975585938;70
20;Sir Rodney's Marmalade;Confections;1998;4;1215;15
20;Sir Rodney's Marmalade;Confections;1998;5;77,7600021362305;1
21;Sir Rodney's Scones;Confections;1996;7;240;30
21;Sir Rodney's Scones;Confections;1996;10;72;10
21;Sir Rodney's Scones;Confections;1996;11;36;5
21;Sir Rodney's Scones;Confections;1996;12;68;10
21;Sir Rodney's Scones;Confections;1997;1;712;92
21;Sir Rodney's Scones;Confections;1997;2;512;80
21;Sir Rodney's Scones;Confections;1997;3;238;35
21;Sir Rodney's Scones;Confections;1997;4;440;52
21;Sir Rodney's Scones;Confections;1997;5;204;21
21;Sir Rodney's Scones;Confections;1997;7;140;14
21;Sir Rodney's Scones;Confections;1997;8;885;97
21;Sir Rodney's Scones;Confections;1997;9;708;72
21;Sir Rodney's Scones;Confections;1997;10;354;37
21;Sir Rodney's Scones;Confections;1997;11;680;70
21;Sir Rodney's Scones;Confections;1997;12;400;40
21;Sir Rodney's Scones;Confections;1998;1;400;40
21;Sir Rodney's Scones;Confections;1998;2;580;60
21;Sir Rodney's Scones;Confections;1998;3;1420;148
21;Sir Rodney's Scones;Confections;1998;4;1015;103
22;Gustaf's Knäckebröd;Grains/Cereals;1996;7;95,7599945068359;6
22;Gustaf's Knäckebröd;Grains/Cereals;1997;2;201,599990844727;12
22;Gustaf's Knäckebröd;Grains/Cereals;1997;5;504;24
22;Gustaf's Knäckebröd;Grains/Cereals;1997;7;1008;48
22;Gustaf's Knäckebröd;Grains/Cereals;1997;8;1995;95
22;Gustaf's Knäckebröd;Grains/Cereals;1997;9;315;20
22;Gustaf's Knäckebröd;Grains/Cereals;1997;12;210;10
22;Gustaf's Knäckebröd;Grains/Cereals;1998;1;1827;87
22;Gustaf's Knäckebröd;Grains/Cereals;1998;3;441;21
22;Gustaf's Knäckebröd;Grains/Cereals;1998;4;525;25
23;Tunnbröd;Grains/Cereals;1996;10;288;40
23;Tunnbröd;Grains/Cereals;1996;11;180;25
23;Tunnbröd;Grains/Cereals;1996;12;288;40
23;Tunnbröd;Grains/Cereals;1997;1;432;60
23;Tunnbröd;Grains/Cereals;1997;3;259,199996948242;36
23;Tunnbröd;Grains/Cereals;1997;4;72;10
23;Tunnbröd;Grains/Cereals;1997;5;706,5;90
23;Tunnbröd;Grains/Cereals;1997;8;90;10
23;Tunnbröd;Grains/Cereals;1997;9;333;37
23;Tunnbröd;Grains/Cereals;1997;11;396;44
23;Tunnbröd;Grains/Cereals;1998;1;729;88
23;Tunnbröd;Grains/Cereals;1998;2;666;80
23;Tunnbröd;Grains/Cereals;1998;3;54;8
23;Tunnbröd;Grains/Cereals;1998;4;90;10
23;Tunnbröd;Grains/Cereals;1998;5;18;2
24;Guaraná Fantástica;Beverages;1996;7;146,699993133545;43
24;Guaraná Fantástica;Beverages;1996;8;141,839992523193;40
24;Guaraná Fantástica;Beverages;1996;11;160,199996948242;45
24;Guaraná Fantástica;Beverages;1996;12;108;30
24;Guaraná Fantástica;Beverages;1997;2;64,8000030517578;20
24;Guaraná Fantástica;Beverages;1997;3;464,399971008301;133
24;Guaraná Fantástica;Beverages;1997;4;159,75;37
24;Guaraná Fantástica;Beverages;1997;5;141,75;35
24;Guaraná Fantástica;Beverages;1997;6;166,050003051758;43
24;Guaraná Fantástica;Beverages;1997;7;126;35
24;Guaraná Fantástica;Beverages;1997;8;93,375;23
24;Guaraná Fantástica;Beverages;1997;10;247,5;55
24;Guaraná Fantástica;Beverages;1997;12;166,5;40
24;Guaraná Fantástica;Beverages;1998;1;135;40
24;Guaraná Fantástica;Beverages;1998;2;650,25;146
24;Guaraná Fantástica;Beverages;1998;3;888,75;200
24;Guaraná Fantástica;Beverages;1998;4;553,5;140
24;Guaraná Fantástica;Beverages;1998;5;90;20
25;NuNuCa Nuß-Nougat-Creme;Confections;1996;10;44,7999992370605;4
25;NuNuCa Nuß-Nougat-Creme;Confections;1996;11;672;60
25;NuNuCa Nuß-Nougat-Creme;Confections;1996;12;58,7999954223633;7
25;NuNuCa Nuß-Nougat-Creme;Confections;1997;3;134,399993896484;12
25;NuNuCa Nuß-Nougat-Creme;Confections;1997;4;865,199966430664;78
25;NuNuCa Nuß-Nougat-Creme;Confections;1997;12;693;62
25;NuNuCa Nuß-Nougat-Creme;Confections;1998;1;620,199996948242;51
25;NuNuCa Nuß-Nougat-Creme;Confections;1998;2;70;5
25;NuNuCa Nuß-Nougat-Creme;Confections;1998;3;336;24
25;NuNuCa Nuß-Nougat-Creme;Confections;1998;4;210;15
26;Gumbär Gummibärchen;Confections;1996;10;1655,84997558594;74
26;Gumbär Gummibärchen;Confections;1996;11;398,399993896484;16
26;Gumbär Gummibärchen;Confections;1996;12;1307,25;70
26;Gumbär Gummibärchen;Confections;1997;1;1755,44996261597;72
26;Gumbär Gummibärchen;Confections;1997;2;1269,89999389648;51
26;Gumbär Gummibärchen;Confections;1997;3;747;30
26;Gumbär Gummibärchen;Confections;1997;5;1249,19995117188;40
26;Gumbär Gummibärchen;Confections;1997;7;335,722503662109;11
26;Gumbär Gummibärchen;Confections;1997;8;929,092468261719;35
26;Gumbär Gummibärchen;Confections;1997;9;1264,81497192383;45
26;Gumbär Gummibärchen;Confections;1997;10;1405,34994506836;45
26;Gumbär Gummibärchen;Confections;1997;11;961,883972167969;32
26;Gumbär Gummibärchen;Confections;1997;12;524,664001464844;21
26;Gumbär Gummibärchen;Confections;1998;1;2734,18649291992;105
26;Gumbär Gummibärchen;Confections;1998;2;624,599975585938;20
26;Gumbär Gummibärchen;Confections;1998;3;156,149993896484;5
26;Gumbär Gummibärchen;Confections;1998;4;2529,63000488281;81
27;Schoggi Schokolade;Confections;1996;7;877,499938964844;25
27;Schoggi Schokolade;Confections;1996;8;394,874969482422;15
27;Schoggi Schokolade;Confections;1997;2;1754,99987792969;50
27;Schoggi Schokolade;Confections;1997;4;5268;120
27;Schoggi Schokolade;Confections;1997;7;2195;50
27;Schoggi Schokolade;Confections;1997;12;1756;40
27;Schoggi Schokolade;Confections;1998;1;439;10
27;Schoggi Schokolade;Confections;1998;3;2414,5;55
28;Rössle Sauerkraut;Produce;1996;8;728;20
28;Rössle Sauerkraut;Produce;1996;9;1164,8000793457;32
28;Rössle Sauerkraut;Produce;1996;10;509,600036621094;14
28;Rössle Sauerkraut;Produce;1996;11;1517,88003540039;43
28;Rössle Sauerkraut;Produce;1996;12;837,199996948242;26
28;Rössle Sauerkraut;Produce;1997;1;1375,92004394531;42
28;Rössle Sauerkraut;Produce;1997;2;2074,80001831055;57
28;Rössle Sauerkraut;Produce;1997;3;655,200012207031;18
28;Rössle Sauerkraut;Produce;1997;4;2991,35998535156;66
28;Rössle Sauerkraut;Produce;1997;5;319,199981689453;7
28;Rössle Sauerkraut;Produce;1997;8;1880,99993896484;45
28;Rössle Sauerkraut;Produce;1997;10;2462,39990234375;60
28;Rössle Sauerkraut;Produce;1997;11;1094,39999389648;25
28;Rössle Sauerkraut;Produce;1997;12;1094,39990234375;24
28;Rössle Sauerkraut;Produce;1998;2;136,799987792969;3
28;Rössle Sauerkraut;Produce;1998;3;2599,19993591309;60
28;Rössle Sauerkraut;Produce;1998;4;3944,39990234375;90
28;Rössle Sauerkraut;Produce;1998;5;310,079986572266;8
29;Thüringer Rostbratwurst;Meat/Poultry;1996;7;990;10
29;Thüringer Rostbratwurst;Meat/Poultry;1996;8;1485;15
29;Thüringer Rostbratwurst;Meat/Poultry;1996;9;2227,5;25
29;Thüringer Rostbratwurst;Meat/Poultry;1996;11;3861;39
29;Thüringer Rostbratwurst;Meat/Poultry;1996;12;3366;34
29;Thüringer Rostbratwurst;Meat/Poultry;1997;1;2079;21
29;Thüringer Rostbratwurst;Meat/Poultry;1997;2;2019,60009765625;24
29;Thüringer Rostbratwurst;Meat/Poultry;1997;3;1603,79992675781;18
29;Thüringer Rostbratwurst;Meat/Poultry;1997;4;4456,43994140625;36
29;Thüringer Rostbratwurst;Meat/Poultry;1997;6;1237,90002441406;10
29;Thüringer Rostbratwurst;Meat/Poultry;1997;8;3218,5400390625;26
29;Thüringer Rostbratwurst;Meat/Poultry;1997;9;5694,33996582031;46
29;Thüringer Rostbratwurst;Meat/Poultry;1997;10;6362,80615234375;52
29;Thüringer Rostbratwurst;Meat/Poultry;1997;12;8083,48693847656;72
29;Thüringer Rostbratwurst;Meat/Poultry;1998;1;1869,22900390625;18
29;Thüringer Rostbratwurst;Meat/Poultry;1998;2;18444,7099609375;164
29;Thüringer Rostbratwurst;Meat/Poultry;1998;3;1733,06005859375;14
29;Thüringer Rostbratwurst;Meat/Poultry;1998;4;11636,2598266602;122
30;Nord-Ost Matjeshering;Seafood;1996;7;931,500061035156;60
30;Nord-Ost Matjeshering;Seafood;1996;8;124,200004577637;6
30;Nord-Ost Matjeshering;Seafood;1996;9;207;10
30;Nord-Ost Matjeshering;Seafood;1996;10;1047,42004394531;58
30;Nord-Ost Matjeshering;Seafood;1996;12;335,340026855469;18
30;Nord-Ost Matjeshering;Seafood;1997;1;372,600006103516;18
30;Nord-Ost Matjeshering;Seafood;1997;2;434,700012207031;28
30;Nord-Ost Matjeshering;Seafood;1997;3;165,600006103516;8
30;Nord-Ost Matjeshering;Seafood;1997;4;414,239990234375;20
30;Nord-Ost Matjeshering;Seafood;1997;5;906,149963378906;35
30;Nord-Ost Matjeshering;Seafood;1997;6;517,799987792969;20
30;Nord-Ost Matjeshering;Seafood;1997;8;776,699951171875;30
30;Nord-Ost Matjeshering;Seafood;1997;9;38,8349990844727;2
30;Nord-Ost Matjeshering;Seafood;1997;10;58,252498626709;3
30;Nord-Ost Matjeshering;Seafood;1997;11;1553,39990234375;60
30;Nord-Ost Matjeshering;Seafood;1997;12;796,117492675781;40
30;Nord-Ost Matjeshering;Seafood;1998;1;491,909973144531;20
30;Nord-Ost Matjeshering;Seafood;1998;2;2983,82238769531;126
30;Nord-Ost Matjeshering;Seafood;1998;3;802,589950561523;31
30;Nord-Ost Matjeshering;Seafood;1998;4;388,349975585938;15
30;Nord-Ost Matjeshering;Seafood;1998;5;77,6699981689453;4
31;Gorgonzola Telino;Dairy Products;1996;7;200;20
31;Gorgonzola Telino;Dairy Products;1996;8;542,5;55
31;Gorgonzola Telino;Dairy Products;1996;10;688;85
31;Gorgonzola Telino;Dairy Products;1996;11;1165;120
31;Gorgonzola Telino;Dairy Products;1996;12;1559;164
31;Gorgonzola Telino;Dairy Products;1997;1;140;14
31;Gorgonzola Telino;Dairy Products;1997;2;27;3
31;Gorgonzola Telino;Dairy Products;1997;3;297,5;35
31;Gorgonzola Telino;Dairy Products;1997;4;190;20
31;Gorgonzola Telino;Dairy Products;1997;5;1584,375;135
31;Gorgonzola Telino;Dairy Products;1997;6;1865;171
31;Gorgonzola Telino;Dairy Products;1997;9;515;48
31;Gorgonzola Telino;Dairy Products;1997;10;875;70
31;Gorgonzola Telino;Dairy Products;1997;11;135,625;11
31;Gorgonzola Telino;Dairy Products;1997;12;1671,25;149
31;Gorgonzola Telino;Dairy Products;1998;1;893,75;74
31;Gorgonzola Telino;Dairy Products;1998;2;437,5;35
31;Gorgonzola Telino;Dairy Products;1998;3;1696,875;153
31;Gorgonzola Telino;Dairy Products;1998;4;187,5;15
31;Gorgonzola Telino;Dairy Products;1998;5;250;20
32;Mascarpone Fabioli;Dairy Products;1996;7;122,879997253418;6
32;Mascarpone Fabioli;Dairy Products;1996;9;921,600036621094;40
32;Mascarpone Fabioli;Dairy Products;1996;10;122,879997253418;6
32;Mascarpone Fabioli;Dairy Products;1997;4;1280;50
32;Mascarpone Fabioli;Dairy Products;1997;5;652,800048828125;24
32;Mascarpone Fabioli;Dairy Products;1997;6;288;10
32;Mascarpone Fabioli;Dairy Products;1997;10;128;4
32;Mascarpone Fabioli;Dairy Products;1997;11;320;10
32;Mascarpone Fabioli;Dairy Products;1998;1;640;20
32;Mascarpone Fabioli;Dairy Products;1998;2;192;6
32;Mascarpone Fabioli;Dairy Products;1998;3;1008;35
32;Mascarpone Fabioli;Dairy Products;1998;4;2696;85
32;Mascarpone Fabioli;Dairy Products;1998;5;32;1
33;Geitost;Dairy Products;1996;7;161,5;85
33;Geitost;Dairy Products;1996;8;88;44
33;Geitost;Dairy Products;1996;10;16;8
33;Geitost;Dairy Products;1996;12;120;60
33;Geitost;Dairy Products;1997;1;238;119
33;Geitost;Dairy Products;1997;2;32;20
